id,name,sector,state,contractor,implementingAgency,ministry,startDate,sanctioned_cost_cr,physical_progress,planned_progress,progress_diff,expenditure_ratio,land_acq_delay_months,geo_difficulty,monsoon_flood_risk,utility_shifting_progress,contractor_liquidity,metrology_compliance_burden,weighbridge_calibration_gap_days,gatc_test_centre_lead_days,packaged_commodities_audit_risk,jan_vishwas_relief_index,delay_days,status,label
KMRC-KOL-MET-PKG-11G,Kolkata Metro Green Line (Under-River Hooghly) (Pkg 11G - West Bengal),Urban Development,West Bengal,Afcons Infrastructure,KMRC,Ministry of Railways,2021-08-26,4156.4,77.5,85.1,-7.6,1.296,24,0.301,0.847,89.2,2.17,0.674,27.4,44.0,0.475,0.0,62,at_risk,1
DFCCIL-EDFC-DAN-PKG-11H,Eastern DFC Sonnagar-Dankuni Section (Pkg 11H - West Bengal),Railways,West Bengal,L&T Construction,DFCCIL,Ministry of Railways,2021-08-27,781.4,57.0,56.3,0.7,0.85,0,0.356,0.829,60.5,2.15,0.718,26.6,37.5,0.509,0.0,12,on_track,0
NHAI-VR-EXP-PKG-11A,Varanasi-Kolkata Expressway Bengal Terminal Link (Pkg 11A - West Bengal),Highways,West Bengal,Dilip Buildcon Ltd.,NHAI,MoRTH,2021-08-31,3176.6,41.0,46.8,-5.8,1.05,0,0.39,0.799,58.3,1.9,0.747,50.5,41.1,0.443,0.0,64,at_risk,1
KMRC-KOL-MET-PKG-12B,Kolkata Metro Green Line (Under-River Hooghly) (Pkg 12B - West Bengal),Urban Development,West Bengal,Afcons Infrastructure,KMRC,Ministry of Railways,2021-09-03,1657.8,40.2,46.5,-6.3,1.147,0,0.387,0.836,95.6,0.67,0.721,27.5,44.4,0.439,0.0,80,at_risk,1
DFCCIL-EDFC-DAN-PKG-12C,Eastern DFC Sonnagar-Dankuni Section (Pkg 12C - West Bengal),Railways,West Bengal,L&T Construction,DFCCIL,Ministry of Railways,2021-09-05,4665.3,61.0,73.7,-12.7,1.264,24,0.437,0.847,75.1,2.17,0.721,33.0,39.1,0.255,0.0,515,delayed,2
NHAI-VR-EXP-PKG-12D,Varanasi-Kolkata Expressway Bengal Terminal Link (Pkg 12D - West Bengal),Highways,West Bengal,Dilip Buildcon Ltd.,NHAI,MoRTH,2021-09-05,433.6,76.2,80.7,-4.5,1.029,0,0.333,0.801,50.6,1.99,0.71,36.7,39.6,0.395,0.0,4,on_track,0
KMRC-KOL-MET-PKG-13E,Kolkata Metro Green Line (Under-River Hooghly) (Pkg 13E - West Bengal),Urban Development,West Bengal,Afcons Infrastructure,KMRC,Ministry of Railways,2021-09-09,4196.8,36.1,49.3,-13.2,1.148,12,0.344,0.834,99.5,1.22,0.664,36.7,40.9,0.615,0.0,74,at_risk,1
DFCCIL-EDFC-DAN-PKG-13F,Eastern DFC Sonnagar-Dankuni Section (Pkg 13F - West Bengal),Railways,West Bengal,L&T Construction,DFCCIL,Ministry of Railways,2021-09-18,855.5,19.0,35.6,-16.6,1.195,0,0.389,0.807,71.2,0.92,0.816,45.8,43.8,0.431,0.0,433,delayed,2
NHAI-VR-EXP-PKG-13G,Varanasi-Kolkata Expressway Bengal Terminal Link (Pkg 13G - West Bengal),Highways,West Bengal,Dilip Buildcon Ltd.,NHAI,MoRTH,2021-09-25,3723.0,60.0,62.1,-2.1,0.905,12,0.367,0.929,61.6,1.52,0.754,33.8,35.0,0.402,0.0,20,on_track,0
KMRC-KOL-MET-PKG-14H,Kolkata Metro Green Line (Under-River Hooghly) (Pkg 14H - West Bengal),Urban Development,West Bengal,Afcons Infrastructure,KMRC,Ministry of Railways,2021-09-27,956.6,22.0,32.1,-10.1,1.047,2,0.418,0.856,94.3,1.87,0.554,40.5,38.7,0.453,0.0,64,at_risk,1
DFCCIL-EDFC-DAN-PKG-14A,Eastern DFC Sonnagar-Dankuni Section (Pkg 14A - West Bengal),Railways,West Bengal,L&T Construction,DFCCIL,Ministry of Railways,2021-09-29,1137.8,39.8,51.8,-12.0,1.351,6,0.331,0.755,70.9,0.71,0.794,37.7,46.4,0.31,0.0,31,at_risk,1
NHAI-VR-EXP-PKG-14B,Varanasi-Kolkata Expressway Bengal Terminal Link (Pkg 14B - West Bengal),Highways,West Bengal,Dilip Buildcon Ltd.,NHAI,MoRTH,2021-10-04,995.1,77.4,76.0,1.4,1.195,2,0.347,0.856,95.0,1.17,0.711,54.3,44.9,0.532,0.0,34,at_risk,1
KMRC-KOL-MET-PKG-15C,Kolkata Metro Green Line (Under-River Hooghly) (Pkg 15C - West Bengal),Urban Development,West Bengal,Afcons Infrastructure,KMRC,Ministry of Railways,2021-10-10,3649.2,82.7,83.7,-1.0,1.218,2,0.351,0.825,31.0,1.15,0.681,25.3,47.1,0.462,0.0,82,at_risk,1
DFCCIL-EDFC-DAN-PKG-15D,Eastern DFC Sonnagar-Dankuni Section (Pkg 15D - West Bengal),Railways,West Bengal,L&T Construction,DFCCIL,Ministry of Railways,2021-10-10,3758.1,50.8,58.9,-8.1,1.027,0,0.376,0.761,34.9,0.92,0.742,39.3,35.3,0.405,0.0,56,at_risk,1
NHAI-VR-EXP-PKG-15E,Varanasi-Kolkata Expressway Bengal Terminal Link (Pkg 15E - West Bengal),Highways,West Bengal,Dilip Buildcon Ltd.,NHAI,MoRTH,2021-10-13,4917.9,29.8,40.8,-11.0,1.083,2,0.369,0.833,79.8,1.98,0.653,48.5,47.2,0.565,0.0,73,at_risk,1
KMRC-KOL-MET-PKG-16F,Kolkata Metro Green Line (Under-River Hooghly) (Pkg 16F - West Bengal),Urban Development,West Bengal,Afcons Infrastructure,KMRC,Ministry of Railways,2021-10-19,4511.6,72.0,70.8,1.2,0.886,2,0.381,0.719,97.0,1.25,0.634,29.8,36.3,0.488,0.0,0,on_track,0
DFCCIL-EDFC-DAN-PKG-16G,Eastern DFC Sonnagar-Dankuni Section (Pkg 16G - West Bengal),Railways,West Bengal,L&T Construction,DFCCIL,Ministry of Railways,2021-10-30,5104.2,44.0,58.0,-14.0,1.496,6,0.453,0.877,31.3,0.81,0.797,31.7,39.7,0.362,0.0,287,delayed,2
NHAI-VR-EXP-PKG-16H,Varanasi-Kolkata Expressway Bengal Terminal Link (Pkg 16H - West Bengal),Highways,West Bengal,Dilip Buildcon Ltd.,NHAI,MoRTH,2021-11-02,2776.2,30.8,37.6,-6.8,1.194,2,0.442,0.892,99.6,1.41,0.583,49.5,45.9,0.376,0.0,32,at_risk,1
KMRC-KOL-MET-PKG-17A,Kolkata Metro Green Line (Under-River Hooghly) (Pkg 17A - West Bengal),Urban Development,West Bengal,Afcons Infrastructure,KMRC,Ministry of Railways,2021-11-05,5013.8,71.0,91.4,-20.4,1.347,12,0.335,0.758,40.5,2.12,0.7,42.7,41.6,0.493,0.0,166,delayed,2
DFCCIL-EDFC-DAN-PKG-17B,Eastern DFC Sonnagar-Dankuni Section (Pkg 17B - West Bengal),Railways,West Bengal,L&T Construction,DFCCIL,Ministry of Railways,2021-11-09,2251.4,68.5,75.1,-6.6,1.469,2,0.451,0.842,79.8,1.3,0.724,38.4,35.9,0.447,0.0,255,delayed,2
NHAI-VR-EXP-PKG-17C,Varanasi-Kolkata Expressway Bengal Terminal Link (Pkg 17C - West Bengal),Highways,West Bengal,Dilip Buildcon Ltd.,NHAI,MoRTH,2021-11-10,4219.0,16.2,30.5,-14.3,1.133,0,0.378,0.795,87.7,1.14,0.711,36.0,40.9,0.543,0.0,67,at_risk,1
KMRC-KOL-MET-PKG-18D,Kolkata Metro Green Line (Under-River Hooghly) (Pkg 18D - West Bengal),Urban Development,West Bengal,Afcons Infrastructure,KMRC,Ministry of Railways,2021-11-11,3908.5,94.1,91.5,2.6,0.924,0,0.341,0.861,83.5,1.75,0.617,30.2,37.1,0.434,0.0,27,on_track,0
DFCCIL-EDFC-DAN-PKG-18E,Eastern DFC Sonnagar-Dankuni Section (Pkg 18E - West Bengal),Railways,West Bengal,L&T Construction,DFCCIL,Ministry of Railways,2021-11-14,4318.0,65.9,71.7,-5.8,1.114,12,0.319,0.827,87.3,1.26,0.691,36.0,42.7,0.467,0.0,65,at_risk,1
NHAI-VR-EXP-PKG-18F,Varanasi-Kolkata Expressway Bengal Terminal Link (Pkg 18F - West Bengal),Highways,West Bengal,Dilip Buildcon Ltd.,NHAI,MoRTH,2021-12-07,3947.1,8.2,30.4,-22.2,1.701,36,0.427,0.781,63.6,1.64,0.746,21.0,46.4,0.447,0.0,384,delayed,2
KMRC-KOL-MET-PKG-19G,Kolkata Metro Green Line (Under-River Hooghly) (Pkg 19G - West Bengal),Urban Development,West Bengal,Afcons Infrastructure,KMRC,Ministry of Railways,2021-12-19,591.9,89.6,88.3,1.3,0.939,0,0.381,0.799,69.1,1.37,0.605,32.2,42.5,0.583,0.0,7,on_track,0
DFCCIL-EDFC-DAN-PKG-19H,Eastern DFC Sonnagar-Dankuni Section (Pkg 19H - West Bengal),Railways,West Bengal,L&T Construction,DFCCIL,Ministry of Railways,2022-01-04,388.4,56.8,65.4,-8.6,1.111,0,0.445,0.864,92.0,0.87,0.895,57.8,43.6,0.354,0.0,47,at_risk,1
NHAI-VR-EXP-PKG-19A,Varanasi-Kolkata Expressway Bengal Terminal Link (Pkg 19A - West Bengal),Highways,West Bengal,Dilip Buildcon Ltd.,NHAI,MoRTH,2022-01-12,1107.6,76.1,79.4,-3.3,1.022,0,0.399,0.809,35.1,2.19,0.819,37.3,46.3,0.522,0.0,27,on_track,0
KMRC-KOL-MET-PKG-20B,Kolkata Metro Green Line (Under-River Hooghly) (Pkg 20B - West Bengal),Urban Development,West Bengal,Afcons Infrastructure,KMRC,Ministry of Railways,2022-01-15,758.8,52.1,52.4,-0.3,0.931,0,0.364,0.849,81.7,1.28,0.714,41.9,41.6,0.681,0.0,27,on_track,0
DFCCIL-EDFC-DAN-PKG-20C,Eastern DFC Sonnagar-Dankuni Section (Pkg 20C - West Bengal),Railways,West Bengal,L&T Construction,DFCCIL,Ministry of Railways,2022-02-06,659.5,53.6,81.0,-27.4,1.584,2,0.33,0.824,93.9,0.67,0.886,28.3,43.4,0.38,0.0,521,delayed,2
NHAI-VR-EXP-PKG-20D,Varanasi-Kolkata Expressway Bengal Terminal Link (Pkg 20D - West Bengal),Highways,West Bengal,Dilip Buildcon Ltd.,NHAI,MoRTH,2022-02-07,3455.2,74.3,73.6,0.7,1.1,2,0.416,0.802,49.3,1.27,0.707,27.1,38.6,0.474,0.0,65,at_risk,1
IPA-GAL-BAY-PKG-01A,Great Nicobar International Transshipment Terminal (Pkg 1A - Andaman & Nicobar),Highways,Andaman & Nicobar,L&T Construction,IPA / Andaman Admin,Ministry of Ports,2022-02-14,891.3,30.7,39.3,-8.6,1.479,24,0.685,0.877,73.1,0.9,0.871,48.4,35.3,0.532,0.0,390,delayed,2
NHIDCL-AND-TRK-PKG-01B,Andaman Trunk Road Middle Strait Bridge (NH-4) (Pkg 1B - Andaman & Nicobar),Highways,Andaman & Nicobar,HCC Limited,NHIDCL,MoRTH,2022-02-22,1837.4,92.5,93.5,-1.0,0.977,0,0.694,0.907,32.4,1.31,0.603,44.5,45.5,0.426,0.0,27,on_track,0
IPA-GAL-BAY-PKG-02C,Great Nicobar International Transshipment Terminal (Pkg 2C - Andaman & Nicobar),Highways,Andaman & Nicobar,L&T Construction,IPA / Andaman Admin,Ministry of Ports,2022-02-23,1519.7,70.2,78.5,-8.3,1.109,0,0.733,0.801,62.0,0.98,0.729,41.5,46.3,0.488,0.0,58,at_risk,1
NHIDCL-AND-TRK-PKG-02D,Andaman Trunk Road Middle Strait Bridge (NH-4) (Pkg 2D - Andaman & Nicobar),Highways,Andaman & Nicobar,HCC Limited,NHIDCL,MoRTH,2022-02-25,4263.0,30.3,46.5,-16.2,1.561,12,0.786,0.808,34.5,1.1,0.682,26.6,39.0,0.432,0.0,380,delayed,2
IPA-GAL-BAY-PKG-03E,Great Nicobar International Transshipment Terminal (Pkg 3E - Andaman & Nicobar),Highways,Andaman & Nicobar,L&T Construction,IPA / Andaman Admin,Ministry of Ports,2022-03-01,4600.1,28.6,53.1,-24.5,1.476,18,0.745,0.923,41.4,0.87,0.625,23.0,42.3,0.495,0.0,487,delayed,2
NHIDCL-AND-TRK-PKG-03F,Andaman Trunk Road Middle Strait Bridge (NH-4) (Pkg 3F - Andaman & Nicobar),Highways,Andaman & Nicobar,HCC Limited,NHIDCL,MoRTH,2022-03-08,1712.7,51.5,63.5,-12.0,1.347,0,0.719,0.903,32.0,1.28,0.797,45.7,42.6,0.476,0.0,501,delayed,2
IPA-GAL-BAY-PKG-04G,Great Nicobar International Transshipment Terminal (Pkg 4G - Andaman & Nicobar),Highways,Andaman & Nicobar,L&T Construction,IPA / Andaman Admin,Ministry of Ports,2022-03-28,2422.9,20.1,30.2,-10.1,1.186,0,0.738,0.894,96.8,1.35,0.654,24.8,36.7,0.568,0.0,69,at_risk,1
NHIDCL-AND-TRK-PKG-04H,Andaman Trunk Road Middle Strait Bridge (NH-4) (Pkg 4H - Andaman & Nicobar),Highways,Andaman & Nicobar,HCC Limited,NHIDCL,MoRTH,2022-04-02,4050.5,22.6,32.9,-10.3,1.133,0,0.723,0.958,42.1,1.93,0.547,48.2,45.4,0.517,0.0,88,at_risk,1
MORTH-CHD-LOG-PKG-01A,Chandigarh Integrated Multimodal Logistics Hub (Pkg 1A - Chandigarh),Highways,Chandigarh,PNC Infratech,MoRTH / UT Admin,MoRTH,2022-04-06,2120.7,27.1,35.3,-8.2,1.178,0,0.268,0.294,38.9,1.48,0.612,24.2,38.2,0.4,0.0,76,at_risk,1
MORTH-CHD-LOG-PKG-02B,Chandigarh Integrated Multimodal Logistics Hub (Pkg 2B - Chandigarh),Highways,Chandigarh,PNC Infratech,MoRTH / UT Admin,MoRTH,2022-04-10,1696.7,51.5,54.3,-2.8,1.356,2,0.28,0.393,39.9,1.82,0.825,25.2,42.6,0.514,0.0,38,at_risk,1
MORTH-CHD-LOG-PKG-03C,Chandigarh Integrated Multimodal Logistics Hub (Pkg 3C - Chandigarh),Highways,Chandigarh,PNC Infratech,MoRTH / UT Admin,MoRTH,2022-04-18,1675.9,60.8,59.7,1.1,0.951,2,0.245,0.322,71.6,0.97,0.782,30.7,37.7,0.543,0.0,23,on_track,0
MORTH-CHD-LOG-PKG-04D,Chandigarh Integrated Multimodal Logistics Hub (Pkg 4D - Chandigarh),Highways,Chandigarh,PNC Infratech,MoRTH / UT Admin,MoRTH,2022-04-21,452.1,41.2,48.9,-7.7,0.95,0,0.299,0.265,53.5,1.56,0.619,32.2,41.8,0.501,0.0,65,at_risk,1
MORTH-CHD-LOG-PKG-05E,Chandigarh Integrated Multimodal Logistics Hub (Pkg 5E - Chandigarh),Highways,Chandigarh,PNC Infratech,MoRTH / UT Admin,MoRTH,2022-04-23,4813.6,21.8,36.5,-14.7,1.366,12,0.269,0.343,37.1,1.89,0.804,25.4,36.6,0.459,0.0,418,delayed,2
MORTH-CHD-LOG-PKG-06F,Chandigarh Integrated Multimodal Logistics Hub (Pkg 6F - Chandigarh),Highways,Chandigarh,PNC Infratech,MoRTH / UT Admin,MoRTH,2022-04-29,4674.9,47.4,51.5,-4.1,1.183,0,0.276,0.349,97.9,1.55,0.72,44.0,41.0,0.426,0.0,62,at_risk,1
MORTH-CHD-LOG-PKG-07G,Chandigarh Integrated Multimodal Logistics Hub (Pkg 7G - Chandigarh),Highways,Chandigarh,PNC Infratech,MoRTH / UT Admin,MoRTH,2022-05-09,4620.6,42.6,41.4,1.2,1.271,0,0.194,0.295,76.4,1.43,0.61,45.0,43.6,0.459,0.0,60,at_risk,1
MORTH-CHD-LOG-PKG-08H,Chandigarh Integrated Multimodal Logistics Hub (Pkg 8H - Chandigarh),Highways,Chandigarh,PNC Infratech,MoRTH / UT Admin,MoRTH,2022-05-10,4057.3,26.9,33.0,-6.1,1.112,0,0.246,0.3,69.6,2.02,0.734,29.7,39.2,0.486,0.0,53,at_risk,1
PWD-DAM-CST-PKG-01A,Daman Seafront Coastal Ring Corridor & Bridge (Pkg 1A - Dadra & Nagar Haveli),Highways,Dadra & Nagar Haveli,JMC Projects,UT PWD,MoRTH / MHA,2022-05-15,605.2,42.9,59.8,-16.9,1.388,12,0.424,0.493,69.0,1.16,0.559,31.2,39.5,0.417,0.0,275,delayed,2
PWD-DAM-CST-PKG-02B,Daman Seafront Coastal Ring Corridor & Bridge (Pkg 2B - Dadra & Nagar Haveli),Highways,Dadra & Nagar Haveli,JMC Projects,UT PWD,MoRTH / MHA,2022-05-20,2490.9,10.6,42.4,-31.8,1.64,18,0.386,0.479,62.4,1.65,0.776,26.5,38.4,0.475,0.0,221,delayed,2
PWD-DAM-CST-PKG-03C,Daman Seafront Coastal Ring Corridor & Bridge (Pkg 3C - Dadra & Nagar Haveli),Highways,Dadra & Nagar Haveli,JMC Projects,UT PWD,MoRTH / MHA,2022-05-26,3488.0,55.0,55.2,-0.2,1.207,6,0.39,0.505,33.0,1.94,0.751,50.2,45.9,0.389,0.0,38,at_risk,1
PWD-DAM-CST-PKG-04D,Daman Seafront Coastal Ring Corridor & Bridge (Pkg 4D - Dadra & Nagar Haveli),Highways,Dadra & Nagar Haveli,JMC Projects,UT PWD,MoRTH / MHA,2022-06-13,4896.7,83.0,92.6,-9.6,1.514,18,0.455,0.527,39.0,1.13,0.726,41.0,38.2,0.487,0.0,384,delayed,2
PWD-DAM-CST-PKG-05E,Daman Seafront Coastal Ring Corridor & Bridge (Pkg 5E - Dadra & Nagar Haveli),Highways,Dadra & Nagar Haveli,JMC Projects,UT PWD,MoRTH / MHA,2022-06-13,1118.8,82.6,84.9,-2.3,1.013,2,0.447,0.428,41.2,1.86,0.553,28.4,38.9,0.531,0.0,18,on_track,0
PWD-DAM-CST-PKG-06F,Daman Seafront Coastal Ring Corridor & Bridge (Pkg 6F - Dadra & Nagar Haveli),Highways,Dadra & Nagar Haveli,JMC Projects,UT PWD,MoRTH / MHA,2022-06-19,4047.4,29.8,39.4,-9.6,1.275,18,0.481,0.468,87.7,0.91,0.852,52.4,42.5,0.412,0.0,48,at_risk,1
PWD-DAM-CST-PKG-07G,Daman Seafront Coastal Ring Corridor & Bridge (Pkg 7G - Dadra & Nagar Haveli),Highways,Dadra & Nagar Haveli,JMC Projects,UT PWD,MoRTH / MHA,2022-07-08,4516.5,65.8,69.7,-3.9,1.179,0,0.464,0.53,88.2,1.71,0.834,25.7,35.4,0.521,0.0,85,at_risk,1
PWD-DAM-CST-PKG-08H,Daman Seafront Coastal Ring Corridor & Bridge (Pkg 8H - Dadra & Nagar Haveli),Highways,Dadra & Nagar Haveli,JMC Projects,UT PWD,MoRTH / MHA,2022-07-09,721.7,61.3,69.2,-7.9,1.231,0,0.491,0.478,89.5,0.98,0.77,33.1,44.7,0.472,0.0,86,at_risk,1
DMRC-PH4-DC-PKG-01A,Delhi Metro Phase IV (Aerocity-Tughlakabad) (Pkg 1A - Delhi),Urban Development,Delhi,L&T Construction,DMRC,MoHUA / Delhi Govt,2022-07-18,2751.2,69.8,70.8,-1.0,1.087,0,0.2,0.324,31.5,1.07,0.62,22.3,40.8,0.522,0.0,8,on_track,0
NHAI-UER-II-PKG-01B,Urban Extension Road-II (UER-II Expressway) (Pkg 1B - Delhi),Highways,Delhi,J. Kumar Infraprojects,NHAI,MoRTH,2022-07-28,1372.7,76.3,79.5,-3.2,1.059,0,0.312,0.378,60.0,2.03,0.648,35.5,35.2,0.401,0.0,28,on_track,0
DMRC-PH4-DC-PKG-02C,Delhi Metro Phase IV (Aerocity-Tughlakabad) (Pkg 2C - Delhi),Urban Development,Delhi,L&T Construction,DMRC,MoHUA / Delhi Govt,2022-07-28,3700.9,85.6,87.4,-1.8,1.014,6,0.294,0.355,55.6,0.74,0.705,21.6,45.8,0.45,0.0,26,on_track,0
NHAI-UER-II-PKG-02D,Urban Extension Road-II (UER-II Expressway) (Pkg 2D - Delhi),Highways,Delhi,J. Kumar Infraprojects,NHAI,MoRTH,2022-07-29,1884.2,72.8,82.5,-9.7,1.144,0,0.301,0.341,73.7,1.5,0.675,43.5,37.7,0.524,0.0,58,at_risk,1
DMRC-PH4-DC-PKG-03E,Delhi Metro Phase IV (Aerocity-Tughlakabad) (Pkg 3E - Delhi),Urban Development,Delhi,L&T Construction,DMRC,MoHUA / Delhi Govt,2022-08-06,4671.5,66.9,72.9,-6.0,1.289,0,0.285,0.375,62.5,1.92,0.67,30.5,44.4,0.584,0.0,79,at_risk,1
NHAI-UER-II-PKG-03F,Urban Extension Road-II (UER-II Expressway) (Pkg 3F - Delhi),Highways,Delhi,J. Kumar Infraprojects,NHAI,MoRTH,2022-08-06,4898.3,73.9,71.8,2.1,0.994,0,0.263,0.272,96.2,1.06,0.777,27.2,43.8,0.434,0.0,16,on_track,0
DMRC-PH4-DC-PKG-04G,Delhi Metro Phase IV (Aerocity-Tughlakabad) (Pkg 4G - Delhi),Urban Development,Delhi,L&T Construction,DMRC,MoHUA / Delhi Govt,2022-08-07,5047.6,43.7,51.1,-7.4,1.147,24,0.262,0.328,72.7,1.38,0.508,32.8,40.6,0.578,0.0,68,at_risk,1
NHAI-UER-II-PKG-04H,Urban Extension Road-II (UER-II Expressway) (Pkg 4H - Delhi),Highways,Delhi,J. Kumar Infraprojects,NHAI,MoRTH,2022-08-19,2949.7,66.4,82.4,-16.0,1.584,12,0.297,0.291,73.0,0.8,0.763,41.2,46.6,0.373,0.0,360,delayed,2
DMRC-PH4-DC-PKG-05A,Delhi Metro Phase IV (Aerocity-Tughlakabad) (Pkg 5A - Delhi),Urban Development,Delhi,L&T Construction,DMRC,MoHUA / Delhi Govt,2022-08-21,1251.1,24.8,33.6,-8.8,1.06,12,0.278,0.383,51.9,1.27,0.548,42.4,44.1,0.612,0.0,33,at_risk,1
NHAI-UER-II-PKG-05B,Urban Extension Road-II (UER-II Expressway) (Pkg 5B - Delhi),Highways,Delhi,J. Kumar Infraprojects,NHAI,MoRTH,2022-09-06,2566.6,45.5,49.6,-4.1,1.271,0,0.283,0.358,38.2,1.94,0.814,21.2,43.8,0.52,0.0,54,at_risk,1
DMRC-PH4-DC-PKG-06C,Delhi Metro Phase IV (Aerocity-Tughlakabad) (Pkg 6C - Delhi),Urban Development,Delhi,L&T Construction,DMRC,MoHUA / Delhi Govt,2022-09-08,2672.9,52.7,68.1,-15.4,1.084,0,0.268,0.294,30.6,0.9,0.607,23.5,46.4,0.574,0.0,67,at_risk,1
NHAI-UER-II-PKG-06D,Urban Extension Road-II (UER-II Expressway) (Pkg 6D - Delhi),Highways,Delhi,J. Kumar Infraprojects,NHAI,MoRTH,2022-09-14,2931.9,41.8,44.2,-2.4,1.0,2,0.216,0.338,61.0,1.39,0.635,41.4,43.1,0.503,0.0,29,on_track,0
DMRC-PH4-DC-PKG-07E,Delhi Metro Phase IV (Aerocity-Tughlakabad) (Pkg 7E - Delhi),Urban Development,Delhi,L&T Construction,DMRC,MoHUA / Delhi Govt,2022-09-17,3367.4,46.9,55.5,-8.6,1.057,0,0.262,0.272,83.7,0.74,0.514,43.2,45.9,0.589,0.0,17,on_track,0
NHAI-UER-II-PKG-07F,Urban Extension Road-II (UER-II Expressway) (Pkg 7F - Delhi),Highways,Delhi,J. Kumar Infraprojects,NHAI,MoRTH,2022-10-05,4157.6,87.9,93.2,-5.3,0.944,0,0.242,0.309,37.3,1.06,0.752,50.1,42.0,0.498,0.0,29,on_track,0
DMRC-PH4-DC-PKG-08G,Delhi Metro Phase IV (Aerocity-Tughlakabad) (Pkg 8G - Delhi),Urban Development,Delhi,L&T Construction,DMRC,MoHUA / Delhi Govt,2022-10-30,3300.9,45.5,55.4,-9.9,1.098,0,0.284,0.336,95.1,1.8,0.677,27.4,38.7,0.553,0.0,48,at_risk,1
NHAI-UER-II-PKG-08H,Urban Extension Road-II (UER-II Expressway) (Pkg 8H - Delhi),Highways,Delhi,J. Kumar Infraprojects,NHAI,MoRTH,2022-11-14,3388.8,26.3,48.9,-22.6,1.581,12,0.269,0.292,83.3,0.99,0.73,36.8,41.3,0.409,0.0,243,delayed,2
DMRC-PH4-DC-PKG-09A,Delhi Metro Phase IV (Aerocity-Tughlakabad) (Pkg 9A - Delhi),Urban Development,Delhi,L&T Construction,DMRC,MoHUA / Delhi Govt,2022-11-21,4984.1,15.2,33.1,-17.9,1.473,2,0.278,0.228,66.4,1.49,0.558,21.7,39.3,0.634,0.0,94,delayed,2
NHAI-UER-II-PKG-09B,Urban Extension Road-II (UER-II Expressway) (Pkg 9B - Delhi),Highways,Delhi,J. Kumar Infraprojects,NHAI,MoRTH,2022-12-26,3245.5,55.0,57.4,-2.4,1.086,2,0.281,0.345,62.2,1.16,0.718,29.0,43.5,0.403,0.0,4,on_track,0
DMRC-PH4-DC-PKG-10C,Delhi Metro Phase IV (Aerocity-Tughlakabad) (Pkg 10C - Delhi),Urban Development,Delhi,L&T Construction,DMRC,MoHUA / Delhi Govt,2022-12-30,4075.1,38.9,42.1,-3.2,1.035,6,0.282,0.312,50.6,1.39,0.701,32.9,47.9,0.462,0.0,13,on_track,0
NHAI-UER-II-PKG-10D,Urban Extension Road-II (UER-II Expressway) (Pkg 10D - Delhi),Highways,Delhi,J. Kumar Infraprojects,NHAI,MoRTH,2023-01-03,1694.2,72.2,69.7,2.5,0.866,0,0.275,0.349,71.7,2.17,0.529,48.1,48.0,0.441,0.0,21,on_track,0
DMRC-PH4-DC-PKG-11E,Delhi Metro Phase IV (Aerocity-Tughlakabad) (Pkg 11E - Delhi),Urban Development,Delhi,L&T Construction,DMRC,MoHUA / Delhi Govt,2023-01-09,3623.4,65.7,68.5,-2.8,1.034,0,0.303,0.258,53.9,1.81,0.743,23.9,45.5,0.698,0.0,16,on_track,0
NHAI-UER-II-PKG-11F,Urban Extension Road-II (UER-II Expressway) (Pkg 11F - Delhi),Highways,Delhi,J. Kumar Infraprojects,NHAI,MoRTH,2023-01-11,3271.1,43.1,43.3,-0.2,1.308,6,0.347,0.37,59.3,1.69,0.907,30.3,36.6,0.42,0.0,32,at_risk,1
USBRL-KAT-REA-PKG-01A,Udhampur-Srinagar-Baramulla Rail Link (Chenab Bridge) (Pkg 1A - Jammu & Kashmir),Railways,Jammu & Kashmir,Afcons & Konkan Railway,Northern Railway / KRCL,Ministry of Railways,2023-01-16,3255.1,42.2,44.0,-1.8,1.189,12,0.886,0.61,83.3,1.17,0.738,60.0,43.3,0.465,0.0,72,at_risk,1
NHIDCL-ZOJ-TUN-PKG-01B,Zojila Pass Himalayan Tunnel (14.15 km Baltal) (Pkg 1B - Jammu & Kashmir),Highways,Jammu & Kashmir,Megha Engineering (MEIL),NHIDCL,MoRTH,2023-01-17,1909.6,72.6,87.9,-15.3,1.163,2,0.905,0.606,99.9,2.11,0.732,48.8,35.0,0.417,0.0,53,at_risk,1
CVPPPL-PAKAL-PKG-01C,"Pakal Dul Hydroelectric Project (1,000 MW Chenab) (Pkg 1C - Jammu & Kashmir)",Power,Jammu & Kashmir,L&T & Jaiprakash Associates,CVPPPL,Ministry of Power,2023-02-20,4153.4,39.3,57.1,-17.8,1.571,12,0.99,0.61,33.6,1.12,0.666,26.8,42.4,0.318,0.0,192,delayed,2
USBRL-KAT-REA-PKG-02D,Udhampur-Srinagar-Baramulla Rail Link (Chenab Bridge) (Pkg 2D - Jammu & Kashmir),Railways,Jammu & Kashmir,Afcons & Konkan Railway,Northern Railway / KRCL,Ministry of Railways,2023-03-09,3593.1,47.1,75.2,-28.1,1.622,12,0.896,0.698,37.3,1.08,0.833,64.5,38.4,0.34,0.0,373,delayed,2
